RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.19480961561203003,436.16355061531067,296.83235812187195,66922761
RBP2,-0.00013246966409496963,148.01298189163208,296.88151144981384,66922761
RBP3,0.062162429094314575,172.26580429077148,297.19512462615967,66922761
