RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.236065074801445,335.4246199131012,291.0329041481018,33398048
RBP2,0.17922236025333405,360.66856384277344,305.3401257991791,33398048
RBP3,0.00033089405042119324,135.91143536567688,314.67513513565063,33398048
RBP4,0.04657672718167305,145.171466588974,313.5854847431183,33398048
RBP5,0.035371337085962296,234.87801551818848,309.2252838611603,33398048
RBP6,0.09525363892316818,326.559289932251,292.3013367652893,33398048
RBP7,0.15549957752227783,461.35747027397156,288.10861706733704,33398048
RBP8,0.00018052906671073288,128.13900709152222,289.44724917411804,33398048
